Lan,Datum,Uppskattning,Low_CI,High_CI
Södermanland,2020-09-09,0.6,0.18,1.79
Stockholm,2020-09-09,0.54,0.4,0.72
Uppsala,2020-09-09,0.53,0.24,1.06
Värmland,2020-09-09,0.39,0.11,1.15
Västerbotten,2020-09-09,0.46,0.13,1.37
Västernorrland,2020-09-09,0.55,0.16,1.59
Västmanland,2020-09-09,0.49,0.13,1.52
Västra Götaland,2020-09-09,0.51,0.36,0.71
Blekinge,2020-09-10,0.62,0.22,1.65
Dalarna,2020-09-10,0.58,0.19,1.66
Gävleborg,2020-09-10,0.56,0.2,1.44
Gotland,2020-09-10,0.68,0.03,4.86
Halland,2020-09-10,0.48,0.2,1.12
Jämtland,2020-09-10,0.41,0.04,1.95
Jönköping,2020-09-10,0.37,0.11,1.09
Kalmar,2020-09-10,0.5,0.11,1.72
Kronoberg,2020-09-10,0.37,0.08,1.36
Norrbotten,2020-09-10,0.41,0.09,1.6
Örebro,2020-09-10,0.46,0.11,1.54
Östergötland,2020-09-10,0.53,0.2,1.22
Skåne,2020-09-10,0.47,0.35,0.63
Södermanland,2020-09-10,0.58,0.16,1.78
Stockholm,2020-09-10,0.55,0.41,0.73
Uppsala,2020-09-10,0.47,0.21,0.99
Värmland,2020-09-10,0.37,0.1,1.14
Västerbotten,2020-09-10,0.45,0.12,1.36
Västernorrland,2020-09-10,0.56,0.17,1.63
Västmanland,2020-09-10,0.43,0.1,1.41
Västra Götaland,2020-09-10,0.48,0.33,0.69
Blekinge,2020-09-11,0.57,0.19,1.57
Dalarna,2020-09-11,0.62,0.21,1.7
Gävleborg,2020-09-11,0.55,0.19,1.43
Gotland,2020-09-11,0.56,0.01,5.35
Halland,2020-09-11,0.46,0.18,1.12
Jämtland,2020-09-11,0.34,0.03,1.78
Jönköping,2020-09-11,0.37,0.1,1.1
Kalmar,2020-09-11,0.49,0.11,1.74
Kronoberg,2020-09-11,0.41,0.09,1.4
Norrbotten,2020-09-11,0.48,0.1,1.71
Örebro,2020-09-11,0.58,0.16,1.74
Östergötland,2020-09-11,0.59,0.23,1.31
Skåne,2020-09-11,0.44,0.32,0.6
Södermanland,2020-09-11,0.59,0.17,1.8
Stockholm,2020-09-11,0.53,0.39,0.71
Uppsala,2020-09-11,0.49,0.22,1.02
Värmland,2020-09-11,0.41,0.12,1.21
Västerbotten,2020-09-11,0.39,0.09,1.3
Västernorrland,2020-09-11,0.59,0.18,1.66
Västmanland,2020-09-11,0.44,0.11,1.43
Västra Götaland,2020-09-11,0.48,0.34,0.69
Blekinge,2020-09-12,0.58,0.2,1.59
Dalarna,2020-09-12,0.76,0.28,1.9
Gävleborg,2020-09-12,0.53,0.18,1.45
Gotland,2020-09-12,0.37,0.01,4.95
Halland,2020-09-12,0.43,0.17,1.08
Jämtland,2020-09-12,0.35,0.04,1.8
Jönköping,2020-09-12,0.42,0.13,1.14
Kalmar,2020-09-12,0.54,0.12,1.85
Kronoberg,2020-09-12,0.43,0.1,1.44
Norrbotten,2020-09-12,0.43,0.08,1.69
Örebro,2020-09-12,0.58,0.16,1.72
Östergötland,2020-09-12,0.61,0.25,1.35
Skåne,2020-09-12,0.45,0.33,0.61
Södermanland,2020-09-12,0.55,0.14,1.8
Stockholm,2020-09-12,0.54,0.39,0.72
Uppsala,2020-09-12,0.54,0.25,1.12
Värmland,2020-09-12,0.41,0.12,1.2
Västerbotten,2020-09-12,0.38,0.08,1.29
Västernorrland,2020-09-12,0.5,0.11,1.59
Västmanland,2020-09-12,0.45,0.12,1.46
Västra Götaland,2020-09-12,0.48,0.33,0.69
Blekinge,2020-09-13,0.63,0.22,1.66
Dalarna,2020-09-13,0.67,0.22,1.78
Gävleborg,2020-09-13,0.55,0.19,1.45
Gotland,2020-09-13,0.39,0.01,5
Halland,2020-09-13,0.45,0.18,1.1
Jämtland,2020-09-13,0.37,0.04,1.84
Jönköping,2020-09-13,0.43,0.14,1.18
Kalmar,2020-09-13,0.59,0.14,1.92
Kronoberg,2020-09-13,0.41,0.09,1.39
Norrbotten,2020-09-13,0.39,0.07,1.58
Örebro,2020-09-13,0.63,0.18,1.8
Östergötland,2020-09-13,0.66,0.27,1.44
Skåne,2020-09-13,0.45,0.33,0.61
Södermanland,2020-09-13,0.47,0.11,1.73
Stockholm,2020-09-13,0.55,0.41,0.73
Uppsala,2020-09-13,0.54,0.24,1.12
Värmland,2020-09-13,0.43,0.13,1.25
Västerbotten,2020-09-13,0.4,0.08,1.35
Västernorrland,2020-09-13,0.51,0.12,1.61
Västmanland,2020-09-13,0.46,0.11,1.46
Västra Götaland,2020-09-13,0.43,0.29,0.64
Blekinge,2020-09-14,0.53,0.17,1.54
Dalarna,2020-09-14,0.62,0.2,1.73
Gävleborg,2020-09-14,0.55,0.19,1.44
Gotland,2020-09-14,0.52,0.01,4.78
Halland,2020-09-14,0.46,0.17,1.13
Jämtland,2020-09-14,0.4,0.05,1.92
Jönköping,2020-09-14,0.37,0.11,1.1
Kalmar,2020-09-14,0.62,0.15,2
Kronoberg,2020-09-14,0.4,0.09,1.41
Norrbotten,2020-09-14,0.4,0.06,1.7
Örebro,2020-09-14,0.58,0.14,1.74
Östergötland,2020-09-14,0.67,0.28,1.43
Skåne,2020-09-14,0.42,0.3,0.58
Södermanland,2020-09-14,0.42,0.08,1.69
Stockholm,2020-09-14,0.52,0.38,0.7
Uppsala,2020-09-14,0.5,0.22,1.06
Värmland,2020-09-14,0.47,0.15,1.3
Västerbotten,2020-09-14,0.37,0.08,1.29
Västernorrland,2020-09-14,0.52,0.12,1.64
Västmanland,2020-09-14,0.48,0.13,1.48
Västra Götaland,2020-09-14,0.42,0.28,0.62
Blekinge,2020-09-15,0.46,0.13,1.47
Dalarna,2020-09-15,0.56,0.16,1.66
Gävleborg,2020-09-15,0.49,0.16,1.37
Gotland,2020-09-15,0.69,0.05,4.64
Halland,2020-09-15,0.38,0.13,1.05
Jämtland,2020-09-15,0.39,0.05,1.92
Jönköping,2020-09-15,0.4,0.12,1.15
Kalmar,2020-09-15,0.48,0.1,1.81
Kronoberg,2020-09-15,0.35,0.06,1.35
Norrbotten,2020-09-15,0.4,0.06,1.68
Örebro,2020-09-15,0.5,0.1,1.65
Östergötland,2020-09-15,0.64,0.27,1.38
Skåne,2020-09-15,0.39,0.28,0.55
Södermanland,2020-09-15,0.41,0.09,1.63
Stockholm,2020-09-15,0.52,0.38,0.7
Uppsala,2020-09-15,0.49,0.21,1.04
Värmland,2020-09-15,0.57,0.19,1.46
Västerbotten,2020-09-15,0.35,0.07,1.24
Västernorrland,2020-09-15,0.5,0.11,1.61
Västmanland,2020-09-15,0.47,0.13,1.48
Västra Götaland,2020-09-15,0.42,0.28,0.61
Blekinge,2020-09-16,0.5,0.14,1.53
Dalarna,2020-09-16,0.57,0.17,1.69
Gävleborg,2020-09-16,0.52,0.18,1.42
Gotland,2020-09-16,0.75,0.06,4.58
Halland,2020-09-16,0.36,0.11,1.02
Jämtland,2020-09-16,0.36,0.03,1.94
Jönköping,2020-09-16,0.4,0.11,1.17
Kalmar,2020-09-16,0.49,0.12,1.86
Kronoberg,2020-09-16,0.4,0.08,1.47
Norrbotten,2020-09-16,0.37,0.07,1.61
Örebro,2020-09-16,0.54,0.13,1.72
Östergötland,2020-09-16,0.62,0.25,1.38
Skåne,2020-09-16,0.37,0.26,0.52
Södermanland,2020-09-16,0.42,0.09,1.6
Stockholm,2020-09-16,0.5,0.37,0.69
Uppsala,2020-09-16,0.49,0.22,1.05
Värmland,2020-09-16,0.59,0.21,1.5
Västerbotten,2020-09-16,0.38,0.08,1.33
Västernorrland,2020-09-16,0.53,0.13,1.65
Västmanland,2020-09-16,0.46,0.14,1.45
Västra Götaland,2020-09-16,0.41,0.28,0.61
Blekinge,2020-09-17,0.5,0.13,1.55
Dalarna,2020-09-17,0.48,0.13,1.55
Gävleborg,2020-09-17,0.5,0.17,1.4
Gotland,2020-09-17,0.7,0.04,4.7
Halland,2020-09-17,0.43,0.14,1.13
Jämtland,2020-09-17,0.41,0.04,2.01
Jönköping,2020-09-17,0.38,0.1,1.17
Kalmar,2020-09-17,0.42,0.09,1.75
Kronoberg,2020-09-17,0.41,0.08,1.51
Norrbotten,2020-09-17,0.37,0.06,1.66
Örebro,2020-09-17,0.55,0.12,1.76
Östergötland,2020-09-17,0.6,0.23,1.37
Skåne,2020-09-17,0.35,0.24,0.5
Södermanland,2020-09-17,0.42,0.09,1.6
Stockholm,2020-09-17,0.51,0.37,0.7
Uppsala,2020-09-17,0.49,0.21,1.05
Värmland,2020-09-17,0.53,0.19,1.39
Västerbotten,2020-09-17,0.39,0.08,1.35
Västernorrland,2020-09-17,0.47,0.11,1.58
Västmanland,2020-09-17,0.45,0.13,1.44
Västra Götaland,2020-09-17,0.39,0.26,0.59
Blekinge,2020-09-18,0.4,0.08,1.42
Dalarna,2020-09-18,0.52,0.15,1.61
Gävleborg,2020-09-18,0.52,0.17,1.43
Gotland,2020-09-18,0.67,0.04,4.35
Halland,2020-09-18,0.43,0.15,1.11
Jämtland,2020-09-18,0.49,0.06,2.19
Jönköping,2020-09-18,0.36,0.09,1.14
Kalmar,2020-09-18,0.52,0.1,1.95
Kronoberg,2020-09-18,0.4,0.07,1.53
Norrbotten,2020-09-18,0.32,0.05,1.53
Örebro,2020-09-18,0.58,0.14,1.79
Östergötland,2020-09-18,0.58,0.21,1.37
Skåne,2020-09-18,0.34,0.23,0.48
Södermanland,2020-09-18,0.4,0.08,1.56
Stockholm,2020-09-18,0.48,0.35,0.66
Uppsala,2020-09-18,0.5,0.22,1.07
Värmland,2020-09-18,0.52,0.17,1.42
Västerbotten,2020-09-18,0.41,0.09,1.41
Västernorrland,2020-09-18,0.42,0.08,1.52
Västmanland,2020-09-18,0.42,0.12,1.41
Västra Götaland,2020-09-18,0.4,0.26,0.59
Blekinge,2020-09-19,0.48,0.1,1.58
Dalarna,2020-09-19,0.55,0.17,1.68
Gävleborg,2020-09-19,0.5,0.16,1.39
Gotland,2020-09-19,0.69,0.04,4.51
Halland,2020-09-19,0.42,0.14,1.12
Jämtland,2020-09-19,0.47,0.05,2.21
Jönköping,2020-09-19,0.31,0.07,1.12
Kalmar,2020-09-19,0.5,0.08,1.99
Kronoberg,2020-09-19,0.38,0.06,1.52
Norrbotten,2020-09-19,0.32,0.05,1.56
Örebro,2020-09-19,0.56,0.12,1.78
Östergötland,2020-09-19,0.49,0.16,1.25
Skåne,2020-09-19,0.33,0.23,0.48
Södermanland,2020-09-19,0.41,0.08,1.63
Stockholm,2020-09-19,0.46,0.33,0.64
Uppsala,2020-09-19,0.47,0.2,1.03
Värmland,2020-09-19,0.57,0.19,1.51
Västerbotten,2020-09-19,0.41,0.08,1.43
Västernorrland,2020-09-19,0.45,0.09,1.59
Västmanland,2020-09-19,0.45,0.13,1.48
Västra Götaland,2020-09-19,0.38,0.25,0.58
Blekinge,2020-09-20,0.49,0.11,1.61
Dalarna,2020-09-20,0.49,0.13,1.66
Gävleborg,2020-09-20,0.53,0.17,1.49
Gotland,2020-09-20,0.67,0.04,4.37
Halland,2020-09-20,0.43,0.15,1.13
Jämtland,2020-09-20,0.45,0.05,2.11
Jönköping,2020-09-20,0.27,0.05,1.06
Kalmar,2020-09-20,0.48,0.07,1.97
Kronoberg,2020-09-20,0.42,0.06,1.59
Norrbotten,2020-09-20,0.38,0.08,1.69
Örebro,2020-09-20,0.44,0.07,1.67
Östergötland,2020-09-20,0.43,0.13,1.17
Skåne,2020-09-20,0.33,0.22,0.48
Södermanland,2020-09-20,0.39,0.07,1.63
Stockholm,2020-09-20,0.46,0.32,0.64
Uppsala,2020-09-20,0.44,0.18,0.98
Värmland,2020-09-20,0.4,0.11,1.27
Västerbotten,2020-09-20,0.42,0.09,1.44
Västernorrland,2020-09-20,0.5,0.11,1.71
Västmanland,2020-09-20,0.44,0.12,1.5
Västra Götaland,2020-09-20,0.35,0.22,0.54
Blekinge,2020-09-21,0.48,0.1,1.58
Dalarna,2020-09-21,0.49,0.13,1.63
Gävleborg,2020-09-21,0.47,0.14,1.41
Gotland,2020-09-21,0.68,0.05,4.79
Halland,2020-09-21,0.32,0.09,0.98
Jämtland,2020-09-21,0.44,0.05,2.07
Jönköping,2020-09-21,0.28,0.05,1.08
Kalmar,2020-09-21,0.5,0.09,1.98
Kronoberg,2020-09-21,0.32,0.04,1.41
Norrbotten,2020-09-21,0.42,0.09,1.75
Örebro,2020-09-21,0.44,0.07,1.71
Östergötland,2020-09-21,0.39,0.11,1.11
Skåne,2020-09-21,0.31,0.21,0.46
Södermanland,2020-09-21,0.37,0.06,1.58
Stockholm,2020-09-21,0.43,0.3,0.61
Uppsala,2020-09-21,0.43,0.18,0.97
Värmland,2020-09-21,0.39,0.1,1.27
Västerbotten,2020-09-21,0.43,0.1,1.42
Västernorrland,2020-09-21,0.4,0.06,1.61
Västmanland,2020-09-21,0.47,0.12,1.56
Västra Götaland,2020-09-21,0.36,0.23,0.56
Blekinge,2020-09-22,0.47,0.09,1.6
Dalarna,2020-09-22,0.48,0.12,1.63
Gävleborg,2020-09-22,0.42,0.09,1.4
Gotland,2020-09-22,0.72,0.04,5.25
Halland,2020-09-22,0.34,0.1,1
Jämtland,2020-09-22,0.58,0.07,2.44
Jönköping,2020-09-22,0.26,0.05,1.05
Kalmar,2020-09-22,0.47,0.08,1.92
Kronoberg,2020-09-22,0.32,0.04,1.39
Norrbotten,2020-09-22,0.47,0.11,1.78
Örebro,2020-09-22,0.42,0.08,1.66
Östergötland,2020-09-22,0.4,0.13,1.11
Skåne,2020-09-22,0.29,0.19,0.43
Södermanland,2020-09-22,0.37,0.08,1.58
Stockholm,2020-09-22,0.44,0.31,0.61
Uppsala,2020-09-22,0.44,0.18,0.99
Värmland,2020-09-22,0.38,0.09,1.27
Västerbotten,2020-09-22,0.44,0.11,1.43
Västernorrland,2020-09-22,0.27,0.03,1.42
Västmanland,2020-09-22,0.5,0.12,1.64
Västra Götaland,2020-09-22,0.37,0.24,0.57
Blekinge,2020-09-23,0.53,0.12,1.69
Dalarna,2020-09-23,0.43,0.1,1.56
Gävleborg,2020-09-23,0.41,0.11,1.39
Gotland,2020-09-23,0.58,0.02,4.88
Halland,2020-09-23,0.35,0.1,1.02
Jämtland,2020-09-23,0.51,0.05,2.37
Jönköping,2020-09-23,0.29,0.05,1.12
Kalmar,2020-09-23,0.46,0.07,1.83
Kronoberg,2020-09-23,0.36,0.06,1.44
Norrbotten,2020-09-23,0.43,0.09,1.75
Örebro,2020-09-23,0.4,0.05,1.65
Östergötland,2020-09-23,0.41,0.13,1.13
Skåne,2020-09-23,0.29,0.2,0.43
Södermanland,2020-09-23,0.34,0.06,1.6
Stockholm,2020-09-23,0.43,0.3,0.6
Uppsala,2020-09-23,0.4,0.15,0.94
Värmland,2020-09-23,0.39,0.1,1.29
Västerbotten,2020-09-23,0.44,0.11,1.4
Västernorrland,2020-09-23,0.33,0.05,1.52
Västmanland,2020-09-23,0.41,0.09,1.49
Västra Götaland,2020-09-23,0.33,0.2,0.52
Blekinge,2020-09-24,0.45,0.08,1.58
Dalarna,2020-09-24,0.39,0.08,1.53
Gävleborg,2020-09-24,0.47,0.13,1.49
Gotland,2020-09-24,0.55,0.01,5.04
Halland,2020-09-24,0.32,0.09,0.99
Jämtland,2020-09-24,0.37,0.03,2.07
Jönköping,2020-09-24,0.31,0.06,1.14
Kalmar,2020-09-24,0.42,0.06,1.8
Kronoberg,2020-09-24,0.33,0.05,1.4
Norrbotten,2020-09-24,0.36,0.06,1.65
Örebro,2020-09-24,0.32,0.04,1.51
Östergötland,2020-09-24,0.35,0.1,1.04
Skåne,2020-09-24,0.28,0.19,0.42
Södermanland,2020-09-24,0.29,0.05,1.57
Stockholm,2020-09-24,0.43,0.3,0.61
Uppsala,2020-09-24,0.45,0.18,1
Värmland,2020-09-24,0.37,0.09,1.27
Västerbotten,2020-09-24,0.43,0.11,1.37
Västernorrland,2020-09-24,0.36,0.06,1.53
Västmanland,2020-09-24,0.41,0.09,1.49
Västra Götaland,2020-09-24,0.32,0.2,0.51
Blekinge,2020-09-25,0.45,0.08,1.6
Dalarna,2020-09-25,0.38,0.09,1.53
Gävleborg,2020-09-25,0.42,0.1,1.46
Gotland,2020-09-25,0.59,0.01,5.84
Halland,2020-09-25,0.29,0.07,0.95
Jämtland,2020-09-25,0.36,0.02,2.15
Jönköping,2020-09-25,0.31,0.06,1.13
Kalmar,2020-09-25,0.48,0.07,1.9
Kronoberg,2020-09-25,0.33,0.05,1.4
Norrbotten,2020-09-25,0.39,0.05,1.81
Örebro,2020-09-25,0.45,0.08,1.68
Östergötland,2020-09-25,0.33,0.09,1.02
Skåne,2020-09-25,0.28,0.19,0.42
Södermanland,2020-09-25,0.32,0.07,1.59
Stockholm,2020-09-25,0.43,0.3,0.61
Uppsala,2020-09-25,0.46,0.19,1.03
Värmland,2020-09-25,0.4,0.1,1.29
Västerbotten,2020-09-25,0.44,0.11,1.4
Västernorrland,2020-09-25,0.35,0.05,1.52
Västmanland,2020-09-25,0.35,0.06,1.45
Västra Götaland,2020-09-25,0.32,0.2,0.51
Blekinge,2020-09-26,0.35,0.06,1.4
Dalarna,2020-09-26,0.52,0.12,1.73
Gävleborg,2020-09-26,0.45,0.11,1.5
Gotland,2020-09-26,0.73,0.03,5.56
Halland,2020-09-26,0.28,0.07,0.93
Jämtland,2020-09-26,0.37,0.02,2.15
Jönköping,2020-09-26,0.34,0.07,1.15
Kalmar,2020-09-26,0.44,0.06,1.79
Kronoberg,2020-09-26,0.37,0.06,1.45
Norrbotten,2020-09-26,0.54,0.12,1.94
Örebro,2020-09-26,0.4,0.07,1.58
Östergötland,2020-09-26,0.34,0.1,1.01
Skåne,2020-09-26,0.27,0.18,0.4
Södermanland,2020-09-26,0.34,0.06,1.59
Stockholm,2020-09-26,0.42,0.3,0.6
Uppsala,2020-09-26,0.47,0.2,1.03
Värmland,2020-09-26,0.33,0.07,1.19
Västerbotten,2020-09-26,0.42,0.1,1.36
Västernorrland,2020-09-26,0.29,0.05,1.4
Västmanland,2020-09-26,0.33,0.06,1.38
Västra Götaland,2020-09-26,0.34,0.21,0.54
Blekinge,2020-09-27,0.36,0.05,1.42
Dalarna,2020-09-27,0.41,0.11,1.55
Gävleborg,2020-09-27,0.42,0.09,1.46
Gotland,2020-09-27,1.03,0.04,6.15
Halland,2020-09-27,0.26,0.06,0.93
Jämtland,2020-09-27,0.38,0.02,2.26
Jönköping,2020-09-27,0.32,0.07,1.13
Kalmar,2020-09-27,0.44,0.06,1.84
Kronoberg,2020-09-27,0.31,0.04,1.38
Norrbotten,2020-09-27,0.51,0.1,1.89
Örebro,2020-09-27,0.42,0.08,1.58
Östergötland,2020-09-27,0.41,0.13,1.11
Skåne,2020-09-27,0.28,0.19,0.42
Södermanland,2020-09-27,0.26,0.03,1.49
Stockholm,2020-09-27,0.44,0.31,0.62
Uppsala,2020-09-27,0.46,0.19,1.02
Värmland,2020-09-27,0.33,0.07,1.18
Västerbotten,2020-09-27,0.4,0.08,1.35
Västernorrland,2020-09-27,0.29,0.05,1.37
Västmanland,2020-09-27,0.33,0.06,1.37
Västra Götaland,2020-09-27,0.33,0.21,0.53
Blekinge,2020-09-28,0.39,0.06,1.48
Dalarna,2020-09-28,0.46,0.13,1.65
Gävleborg,2020-09-28,0.36,0.07,1.38
Gotland,2020-09-28,0.96,0.04,5.83
Halland,2020-09-28,0.27,0.06,0.95
Jämtland,2020-09-28,0.39,0.02,2.28
Jönköping,2020-09-28,0.32,0.07,1.14
Kalmar,2020-09-28,0.42,0.04,1.84
Kronoberg,2020-09-28,0.34,0.05,1.42
Norrbotten,2020-09-28,0.44,0.09,1.75
Örebro,2020-09-28,0.38,0.07,1.46
Östergötland,2020-09-28,0.38,0.12,1.06
Skåne,2020-09-28,0.28,0.18,0.41
Södermanland,2020-09-28,0.29,0.04,1.58
Stockholm,2020-09-28,0.43,0.3,0.6
Uppsala,2020-09-28,0.47,0.19,1.03
Värmland,2020-09-28,0.27,0.04,1.11
Västerbotten,2020-09-28,0.44,0.1,1.41
Västernorrland,2020-09-28,0.31,0.05,1.37
Västmanland,2020-09-28,0.31,0.04,1.39
Västra Götaland,2020-09-28,0.33,0.2,0.52
Blekinge,2020-09-29,0.37,0.05,1.45
Dalarna,2020-09-29,0.41,0.11,1.61
Gävleborg,2020-09-29,0.36,0.07,1.36
Gotland,2020-09-29,0.99,0.04,5.93
Halland,2020-09-29,0.27,0.06,0.95
Jämtland,2020-09-29,0.43,0.03,2.4
Jönköping,2020-09-29,0.31,0.05,1.16
Kalmar,2020-09-29,0.42,0.04,1.87
Kronoberg,2020-09-29,0.36,0.06,1.51
Norrbotten,2020-09-29,0.44,0.09,1.77
Örebro,2020-09-29,0.41,0.08,1.53
Östergötland,2020-09-29,0.38,0.12,1.07
Skåne,2020-09-29,0.3,0.2,0.44
Södermanland,2020-09-29,0.33,0.05,1.6
Stockholm,2020-09-29,0.41,0.29,0.59
Uppsala,2020-09-29,0.39,0.15,0.93
Värmland,2020-09-29,0.29,0.04,1.17
Västerbotten,2020-09-29,0.47,0.12,1.45
Västernorrland,2020-09-29,0.33,0.05,1.43
Västmanland,2020-09-29,0.33,0.05,1.4
Västra Götaland,2020-09-29,0.33,0.2,0.52
Blekinge,2020-09-30,0.34,0.05,1.42
Dalarna,2020-09-30,0.4,0.1,1.55
Gävleborg,2020-09-30,0.33,0.06,1.34
Gotland,2020-09-30,1.23,0.08,5.95
Halland,2020-09-30,0.27,0.07,0.96
Jämtland,2020-09-30,0.41,0.03,2.36
Jönköping,2020-09-30,0.27,0.05,1.07
Kalmar,2020-09-30,0.45,0.05,1.99
Kronoberg,2020-09-30,0.34,0.06,1.49
Norrbotten,2020-09-30,0.42,0.06,1.77
Örebro,2020-09-30,0.4,0.08,1.55
Östergötland,2020-09-30,0.36,0.1,1.05
Skåne,2020-09-30,0.28,0.18,0.42
Södermanland,2020-09-30,0.31,0.05,1.58
Stockholm,2020-09-30,0.41,0.28,0.58
Uppsala,2020-09-30,0.42,0.16,0.97
Värmland,2020-09-30,0.26,0.04,1.12
Västerbotten,2020-09-30,0.46,0.11,1.46
Västernorrland,2020-09-30,0.32,0.05,1.44
Västmanland,2020-09-30,0.3,0.05,1.32
Västra Götaland,2020-09-30,0.33,0.2,0.52
Blekinge,2020-10-01,0.33,0.04,1.42
Dalarna,2020-10-01,0.37,0.08,1.52
Gävleborg,2020-10-01,0.35,0.06,1.42
Gotland,2020-10-01,1.2,0.07,6.08
Halland,2020-10-01,0.26,0.07,0.94
Jämtland,2020-10-01,0.34,0.02,2.23
Jönköping,2020-10-01,0.27,0.05,1.08
Kalmar,2020-10-01,0.44,0.04,1.94
Kronoberg,2020-10-01,0.4,0.08,1.55
Norrbotten,2020-10-01,0.51,0.11,1.87
Örebro,2020-10-01,0.38,0.07,1.5
Östergötland,2020-10-01,0.34,0.09,1.01
Skåne,2020-10-01,0.28,0.19,0.42
Södermanland,2020-10-01,0.32,0.05,1.61
Stockholm,2020-10-01,0.4,0.27,0.57
Uppsala,2020-10-01,0.35,0.12,0.89
Värmland,2020-10-01,0.28,0.05,1.14
Västerbotten,2020-10-01,0.43,0.11,1.41
Västernorrland,2020-10-01,0.34,0.06,1.48
Västmanland,2020-10-01,0.28,0.04,1.28
Västra Götaland,2020-10-01,0.31,0.19,0.5
Blekinge,2020-10-02,0.33,0.04,1.42
Dalarna,2020-10-02,0.33,0.07,1.49
Gävleborg,2020-10-02,0.32,0.06,1.36
Gotland,2020-10-02,1.16,0.07,5.86
Halland,2020-10-02,0.31,0.08,1.04
Jämtland,2020-10-02,0.32,0.02,2.28
Jönköping,2020-10-02,0.24,0.04,1.03
Kalmar,2020-10-02,0.32,0.03,1.69
Kronoberg,2020-10-02,0.44,0.09,1.58
Norrbotten,2020-10-02,0.5,0.1,1.83
Örebro,2020-10-02,0.43,0.09,1.6
Östergötland,2020-10-02,0.36,0.1,1.05
Skåne,2020-10-02,0.27,0.17,0.4
Södermanland,2020-10-02,0.35,0.07,1.62
Stockholm,2020-10-02,0.4,0.27,0.57
Uppsala,2020-10-02,0.34,0.12,0.88
Värmland,2020-10-02,0.31,0.06,1.2
Västerbotten,2020-10-02,0.45,0.11,1.47
Västernorrland,2020-10-02,0.3,0.04,1.45
Västmanland,2020-10-02,0.29,0.05,1.32
Västra Götaland,2020-10-02,0.32,0.19,0.51
Blekinge,2020-10-03,0.31,0.03,1.41
Dalarna,2020-10-03,0.3,0.05,1.52
Gävleborg,2020-10-03,0.31,0.06,1.33
Gotland,2020-10-03,1.14,0.05,6.23
Halland,2020-10-03,0.39,0.11,1.15
Jämtland,2020-10-03,0.31,0.02,2.23
Jönköping,2020-10-03,0.26,0.05,1.05
Kalmar,2020-10-03,0.32,0.04,1.71
Kronoberg,2020-10-03,0.39,0.08,1.48
Norrbotten,2020-10-03,0.45,0.08,1.8
Örebro,2020-10-03,0.4,0.07,1.54
Östergötland,2020-10-03,0.43,0.13,1.14
Skåne,2020-10-03,0.27,0.17,0.41
Södermanland,2020-10-03,0.41,0.1,1.7
Stockholm,2020-10-03,0.42,0.29,0.6
Uppsala,2020-10-03,0.39,0.15,0.94
Värmland,2020-10-03,0.3,0.05,1.21
Västerbotten,2020-10-03,0.37,0.08,1.36
Västernorrland,2020-10-03,0.27,0.04,1.4
Västmanland,2020-10-03,0.3,0.05,1.3
Västra Götaland,2020-10-03,0.32,0.2,0.52
Blekinge,2020-10-04,0.32,0.04,1.44
Dalarna,2020-10-04,0.4,0.07,1.71
Gävleborg,2020-10-04,0.25,0.03,1.28
Gotland,2020-10-04,0.93,0.04,5.45
Halland,2020-10-04,0.37,0.1,1.1
Jämtland,2020-10-04,0.3,0.02,2.14
Jönköping,2020-10-04,0.28,0.06,1.09
Kalmar,2020-10-04,0.35,0.03,1.77
Kronoberg,2020-10-04,0.39,0.08,1.47
Norrbotten,2020-10-04,0.41,0.07,1.77
Örebro,2020-10-04,0.4,0.08,1.54
Östergötland,2020-10-04,0.47,0.15,1.19
Skåne,2020-10-04,0.3,0.2,0.45
Södermanland,2020-10-04,0.48,0.13,1.83
Stockholm,2020-10-04,0.39,0.27,0.57
Uppsala,2020-10-04,0.4,0.15,0.96
Värmland,2020-10-04,0.31,0.06,1.23
Västerbotten,2020-10-04,0.37,0.08,1.34
Västernorrland,2020-10-04,0.29,0.04,1.41
Västmanland,2020-10-04,0.31,0.06,1.31
Västra Götaland,2020-10-04,0.31,0.19,0.5
Blekinge,2020-10-05,0.3,0.04,1.41
Dalarna,2020-10-05,0.37,0.06,1.61
Gävleborg,2020-10-05,0.24,0.03,1.24
Gotland,2020-10-05,0.86,0.02,5.36
Halland,2020-10-05,0.36,0.09,1.11
Jämtland,2020-10-05,0.29,0.02,2
Jönköping,2020-10-05,0.27,0.05,1.08
Kalmar,2020-10-05,0.33,0.03,1.7
Kronoberg,2020-10-05,0.34,0.06,1.4
Norrbotten,2020-10-05,0.43,0.06,1.88
Örebro,2020-10-05,0.38,0.08,1.49
Östergötland,2020-10-05,0.44,0.13,1.17
Skåne,2020-10-05,0.28,0.18,0.43
Södermanland,2020-10-05,0.47,0.14,1.75
Stockholm,2020-10-05,0.4,0.27,0.58
Uppsala,2020-10-05,0.43,0.17,1
Värmland,2020-10-05,0.34,0.08,1.24
Västerbotten,2020-10-05,0.4,0.08,1.42
Västernorrland,2020-10-05,0.31,0.04,1.47
Västmanland,2020-10-05,0.33,0.06,1.34
Västra Götaland,2020-10-05,0.31,0.19,0.51
Blekinge,2020-10-06,0.3,0.04,1.4
Dalarna,2020-10-06,0.33,0.06,1.47
Gävleborg,2020-10-06,0.29,0.05,1.31
Gotland,2020-10-06,0.79,0.02,5.4
